id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
41692887,Cozy and Clean in the Heart of Ottawa,"Enjoy what Ottawa has to offer by staying in this awesome 2 floor apartment! Amazing location in Centretown close to Little Italy, China Town, the Byward Market, and Parliament Hill. Explore hidden restaurant gems, picture-perfect cafes, and local pubs. ","Walking distance to vibrant neighbourhoods of Little Italy, China town, the Glebe, Westboro and Lansdowne park! Located only a few blocks from trendy Bank Street and Elgin Street filled with local shops, delicious restaurants, and decadent desserts. Enjo",324921925,Jessica,2020-01-06,"Ottawa, Ontario, Canada","I’m a full-time federal government employee who likes to travel the world whenever I can! When I do, I put my place on Airbnb so that others can enjoy! ",,,10,f,https://a0.muscache.com/im/pictures/user/d84b7456-d01d-4370-8d8c-9b201df925c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d84b7456-d01d-4370-8d8c-9b201df925c5.jpg?aki_policy=profile_x_medium,Centretown West,0,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,t,"Ottawa, Ontario, Canada",Somerset,,45.40921,-75.70468,Entire apartment,Entire home/apt,4,1.5 baths,1,2,"[""Stove"", ""Hot water kettle"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Wine glasses"", ""TV"", ""Baking sheet"", ""First aid kit"", ""Refrigerator"", ""Dining table"", ""Toaster"", ""Body soap"", ""Free dryer ",3,1125,3,3,1125,1125,3,1125,,t,0,0,0,0,2021-07-10,6,0,0,2020,2020,4,4,4,5,5,5,4,,f,1,1,0,0,0,100
41713981,Renovated Basement Bedroom Near Algonquin College,Highlighted features include: <br />- 13 minute drive to Kanata<br />- 5 minute drive to Algonuin College<br />- 1 basement bedroom (double bed) with linens and towels<br />- spacious living and dinning area common area<br />-speedy wifi<br />-self check,,85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,,Knoxdale-Merivale,,45.32856,-75.76782,Private room in bungalow,Private room,1,2 shared baths,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Private entrance"", ""Shampoo"", ""Dryer"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Lockbox""",14,1125,14,14,1125,1125,14,1125,,t,29,59,89,364,2021-07-10,4,3,0,2020,2020,4,4,4,4,5,5,4,,t,68,65,3,0,0,30
41714412,Cozy Basement Renovated Bedroom near Kanata,Highlighted features include:<br />- 13 minute drive to Kanata<br />- 5 minute drive to Algonquin College<br />- 1 basement bedroom (single bed) with linens and towels<br />- spacious living and dinning area common area<br />-speedy wifi<br />-self check,"Located in the quiet Craig Henry area this bedroom is the perfect place to stay to be close to Nepean Sportsplex, Hunt Club Rd, Algonquin College, Metro grocery store etc.",85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.32747,-75.76816,Private room in bungalow,Private room,1,2 shared baths,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Private entrance"", ""Shampoo"", ""Dishes and silverware"", ""Dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Es",5,1125,5,5,1125,1125,5,1125,,t,23,53,82,82,2021-07-11,4,4,1,2021,2021,4,4,4,5,5,5,4,,f,68,65,3,0,0,34
41714714,Renovated Comfy Bedroom Near Algonquin College,Highlighted features include:<br />- 13 minute drive to Kanata<br />- 5 minute drive to Algonuin College<br />- 1 bedroom (double bed) with linens and towels<br />- spacious living and dinning area common area<br />-speedy wifi -self check in available<b,"Located in the quiet Craig Henry area this bedroom is the perfect place to stay to be close to Nepean Sportsplex, Hunt Club Rd, Algonquin College, Metro grocery store etc.",85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.32722,-75.76743,Private room in bungalow,Private room,1,2 shared baths,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Private entrance"", ""Shampoo"", ""Dryer"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Lockbox""",14,1125,14,14,1125,1125,14,1125,,t,14,14,38,217,2021-07-11,2,2,0,2021,2021,4,4,4,3,4,5,4,,f,68,65,3,0,0,25
41759014,Chic 2-Bed Loft in Centertown Heritage District,"Elegant, classy and fun heritage-designated loft residence in the heart of Ottawa Centre-Town. This 2-bedroom loft suite is equipped with a full kitchen, A playful mix of modern and quirky décor, dining room, outdoor patio, and wi-fi.  <br />The loft co","Live steps from some of Ottawa's best attractions - Museum of Nature, TD Place, NAC, Rideau Canal, Downtown and Parliament. Close to several excellent restaurants and bars on Bank & Elgin. Starbucks, LCBO, Wheelhouse, and Shoppers Drug Mart right down th",27383041,Naveen,2015-02-07,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/66981203-9519-4570-b539-7118af32770e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/66981203-9519-4570-b539-7118af32770e.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Somerset,,45.41142,-75.69119,Entire loft,Entire home/apt,4,1 bath,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Shampoo"", ""Free parking on premises"", ""Essentials"",",5,1125,5,5,1125,1125,5,1125,,t,0,0,0,0,2021-07-10,7,0,0,2020,2020,4,5,4,5,5,5,4,,f,1,1,0,0,0,110
41770221,Cottage 25 minutes from Ottawa steps to Water,"Steps to the water!<br /><br />Beautiful quiet scenic area near the water!<br />Perfect as a year-round home or family getaway spot for holidays and weekends away from the city. Enjoy the lifestyle opportunities of country living with a short commute to ",,85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,,West Carleton-March,,45.45727,-75.96681,Entire house,Entire home/apt,6,1 bath,2,2,"[""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""TV"", ""First aid kit"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Dryer"", ""Air conditioning"", ""Fire extinguisher"", ""Hair dryer"", ""Heating",5,1125,5,30,1125,1125,21,1125,,t,16,40,70,345,2021-07-10,14,12,1,2020,2021,4,5,4,5,4,5,4,,f,68,65,3,0,1,199
41773663,Private bedroom in Glebe apartment,"Located within walking distance to the canal, museums, government buildings, shops, restaurants and grocery stores, the 3-bedroom apartment has been recently prepared and decorated for short term rental, provides you a privacy and comfort staying experie","The apartment is located at Glebe, which is one of the most leafy and historic neighbourhood, situated south of Ottawa's downtown area in the Capital Ward with its northern border being demarcated by Highway 417, the Queensway. It is bounded by the Ridea",32931908,Yong,2015-05-08,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/f9010717-c21e-42b3-b29e-7b429866306d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9010717-c21e-42b3-b29e-7b429866306d.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Capital,,45.39723,-75.69764,Private room in apartment,Private room,1,1 shared bath,1,1,"[""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Cleaning before checkout"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Single level home"", ""Shampoo"", ""Backyard"", ""Free parking on prem",27,27,27,27,27,27,27,27,,t,0,0,0,0,2021-07-10,0,0,0,,,,,,,,,,,f,3,1,2,0,,28
41788702,One bedroom in a two bedroom apartment,"its a two bedroom apartment, the room available has been uploaded. There’s a living room an balcony with a nice view. There bus stop is right in front of the building.","Close to timhortons,thai express. Goodlife fitness. And many more",330174925,Lucy,2020-01-23,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/e26fcb6e-c3b2-42e9-994a-5d706c6e7d3c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e26fcb6e-c3b2-42e9-994a-5d706c6e7d3c.jpg?aki_policy=profile_x_medium,,0,0,"['phone']",t,t,"Ottawa, Ontario, Canada",Alta Vista,,45.37642,-75.65011,Private room in apartment,Private room,1,1 bath,1,1,"[""TV"", ""Heating"", ""Hangers"", ""Smoke alarm"", ""Breakfast"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Hair dryer""]",1,3,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-10,3,0,0,2020,2020,3,4,4,4,3,4,4,,f,1,0,1,0,0,20
41790538,Lovely Downtown Studio - Steps to Elgin/Parliament,"Hip downtown location, trendy spacious apartment and untouched amenities!<br />Ottawa's ideal home away from home for the traveling professional, couples or explorer! Fully furnished suite equipped with all the conveniences you expect in a home, plus unm",,85297148,Short And Suite,2016-07-22,"Ottawa, Ontario, Canada","ABOUT SHORT AND SUITE 
Hi we’re Gen, Ally, Kanav & Stassi and were the team behind Short and Suite :) An Ottawa based Airbnb property management company! We love hosting so much we made a career out of it. Together we’re the boss babes and bro behind",,97,91,f,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ce7ac2-b883-4365-85d3-a37b08598aef.jpg?aki_policy=profile_x_medium,Old Ottawa East,70,70,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,,Somerset,,45.41644,-75.68766,Entire apartment,Entire home/apt,2,1 bath,,0,"[""Heating"", ""Cooking basics"", ""Iron"", ""Dishes and silverware"", ""Dedicated workspace"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Lockbox""]",7,1125,7,30,1125,1125,26,1125,,t,18,48,78,168,2021-07-10,19,7,0,2020,2021,4,4,4,5,4,4,4,,t,68,65,3,0,1,100
41791796,"New executive apt w/ parking self check in 43"" TV","Excellent location,  newly built modern  immaculate apt.  Private entrance, self check in. New kitchen, stainless steel appliances , French door refrigerator, convec. oven, microwave, dishwasher. Fully equipped. Large bathroom with washer and dryer, a wa","This beautiful apartment is located in a bungalow in a quiet residential area surrounded by greenery and walking paths. Six minutes walk to Orleans's main transit station and shopping centre, 2 minutes by car to access highway 174 and 16 minutes to downt",53960605,Gisele,2016-01-09,"Ottawa, Ontario, Canada",My husband Mark and I are close to retirement.  We are dedicated  to our family and friends. We  enjoy meeting new people and traveling.  We have used Airbnb as guests in the past and very much enjoyed this way of traveling.  We decided to become hosts o,,100,100,f,https://a0.muscache.com/im/pictures/user/dbe2c497-3713-4328-ac51-ed9be68c9568.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dbe2c497-3713-4328-ac51-ed9be68c9568.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Orleans,,45.48144,-75.51585,Entire apartment,Entire home/apt,3,1 bath,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""Baking sheet"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Shampoo"", ""Free parking on premises"", ",30,1125,30,30,1125,1125,30,1125,,t,2,32,62,242,2021-07-10,5,4,1,2020,2021,4,5,5,5,5,5,5,,t,1,1,0,0,0,74
41820614,"6 km away from Ottawa Airport, Elegant Studio!","6 Km away from Ottawa International airport, enjoy your stay in this cozy, very clean, newly remodelled, tastefully decorated, elegant apartment renovated with high end finishings and accented by art. <br /><br />This modern apartment enjoys an extremely","-Tim Horton across the street.<br />- Moxie’s grill & bar 1.3 km<br />- The keg steakhouse & bar 1.9 km<br />- Lone star Texas grill 3.1 km <br />- 5 km from Merivale rd( Walmart, Costco, Canadian tire, Starbucks, Best Buy, farm boy, Merivale mall and ",330496679,Samir,2020-01-24,"Ottawa, Ontario, Canada","I decided to embark into the Airbnb line of work in order to be able to spend more quality time with my family, after being in the restaurant business for over 10 years. I believe that key attributes in this business is commitment and passion which don�",,95,100,t,https://a0.muscache.com/im/pictures/user/cceceaf4-6714-411f-870e-f503682cb227.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cceceaf4-6714-411f-870e-f503682cb227.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.32908,-75.70299,Entire apartment,Entire home/apt,2,1 bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Single level home"", ""Shampoo"", ""Backyard"", ""Free parking on premises"", ""Essentials"", ""Shower gel"", ""Carbon",1,1125,1,1,1125,1125,1,1125,,t,17,17,18,18,2021-07-10,52,42,2,2020,2020,4,4,4,4,4,4,4,,t,2,2,0,0,3,130
41836471,Elegant full apartment! 6km away from airport!,"This modern basement apartment enjoys an extremely prestigious and convenient location situated on one of the city’s beautiful street, with a wonderful variety of restaurants, cafes, shops and sights <br />within walking distance. <br /><br />Equipped ","-Tim Hortons  across the street<br />-Moxie's Grill & Bar 1.3 km<br />-The Keg Steakhouse & Bar 1.9 km<br />-Lone Star Texas Grill 3.1 km<br />-5 km from Merivale Rd(Walmart, Costco, Canadian Tire, Starbucks, Best Buy, Farm Boy, Merivale Mall) and lots o",330496679,Samir,2020-01-24,"Ottawa, Ontario, Canada","I decided to embark into the Airbnb line of work in order to be able to spend more quality time with my family, after being in the restaurant business for over 10 years. I believe that key attributes in this business is commitment and passion which don�",,95,100,t,https://a0.muscache.com/im/pictures/user/cceceaf4-6714-411f-870e-f503682cb227.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cceceaf4-6714-411f-870e-f503682cb227.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Knoxdale-Merivale,,45.32748,-75.70377,Entire apartment,Entire home/apt,4,1 bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""TV"", ""First aid kit"", ""Pocket wifi"", ""Refrigerator"", ""Shampoo"", ""Backyard"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ",2,2,2,2,1125,1125,2,1125,,t,14,14,14,14,2021-07-10,35,35,3,2020,2021,4,4,4,5,5,4,4,,t,2,2,0,0,3,125
41840460,Home Sweet Home,"Welcome to our Home .  We are located West of Ottawa on a New Community with easy access to public transportation and other amenities. It is approximately 3000 sqft. open concept modern design. Free parking on premises. You'll have the Large Private Bedr","We are 10 minutes drive to Canadian Tire Center Arena (CTC) and Tanger Outlet Mall,  11 minutes drive to Highway 417, 13 minutes drive to Highway 416.",188581686,Emelyn,2018-05-08,CA,"",,,,f,https://a0.muscache.com/im/pictures/user/d6447a42-1857-41a9-a9c9-7cac1e1a1bd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d6447a42-1857-41a9-a9c9-7cac1e1a1bd2.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,"Ottawa, Ontario, Canada",Rideau-Goulbourn,,45.2445,-75.90695,Private room in house,Private room,2,1 private bath,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""Host greets you"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""Free street parking"", ""Dryer"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Wi",1,2,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-10,2,0,0,2020,2020,5,5,5,5,5,5,5,,t,1,0,1,0,0,55
41853720,931,,,218135711,Andrew,2018-09-30,US,"",,,,f,https://a0.muscache.com/im/pictures/user/b115cb32-120d-4c3d-b547-d14d6dc8828b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b115cb32-120d-4c3d-b547-d14d6dc8828b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,,Bay,,45.37197,-75.7577,Private room in bungalow,Private room,2,1.5 baths,,,"[""Hot water"", ""Indoor fireplace"", ""Breakfast"", ""Wifi"", ""Kitchen"", ""TV"", ""First aid kit"", ""Shampoo"", ""Gym"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm"", ""Dryer"", ""Air conditioning"", ""Fire extinguisher"", ""Hair d",1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-10,4,0,0,2020,2020,5,5,5,5,5,5,5,,f,1,0,1,0,0,100
41904434,Modern Chic in the Historic Village of Britannia,Modern Chic masterpiece in the heart of Britannia Village! <br />Ottawa’s best kept secret is the natural beauty of Britannia - all within 15 minutes of downtown! <br />Brand new detached ultra luxurious home. Designed from the ground up by bespoke arc,"Britannia Village is Ottawa's best kept secret. You are both in a natural oasis and right in the middle of the city. Britannia beach, Britannia yacht club, mud lake and much much more is just a short walk from the house.",331361746,Yury,2020-01-28,"Ottawa, Ontario, Canada","",,,,t,https://a0.muscache.com/im/pictures/user/18592325-b13c-4859-a676-cd2185724f74.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/18592325-b13c-4859-a676-cd2185724f74.jpg?aki_policy=profile_x_medium,,0,0,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Ottawa, Ontario, Canada",Bay,,45.36822,-75.79904,Entire house,Entire home/apt,10,3.5 baths,4,4,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Free parking on premises"",",2,120,2,2,1125,1125,2,1125,,t,0,0,0,0,2021-07-10,7,0,0,2020,2020,5,5,4,5,5,5,5,,f,1,1,0,0,0,350
41911168,"Top floor! Newly renovated, nearly downtown!","A fully renovated space, with private entrance, parking onsite. Minutes to 17.5 acres of sugar bush, in the middle of the National Capital; located less than 5 km from downtown and 2.5 km to Ottawa's historic Byward Market.<br />Walk the culinary shops o","New Edinburgh is a trendy neighbourhood full of artisan shops, fresh delicatessens, beautiful parks and home of the Governor General's residence. Make time for gourmet dining or a casual share plate at either Frasier's Cafe or Jaspers; both known for ama",102983720,Andrea,2016-11-08,"Ottawa, Ontario, Canada","",,100,100,t,https://a0.muscache.com/im/pictures/user/a4654d80-8295-4a4d-b09c-3bd108f1c69a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4654d80-8295-4a4d-b09c-3bd108f1c69a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.43797,-75.66735,Entire apartment,Entire home/apt,4,1 bath,2,2,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Breakfast"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Lockbox"", ""TV with standard cable"", ""Baking sheet"", ""First aid kit"", ""Refrigerator"", ""Cable TV""",7,1125,7,7,1125,1125,7,1125,,t,0,3,33,123,2021-07-10,7,6,0,2020,2021,4,4,5,5,5,4,4,,f,3,3,0,0,0,106
41914327,A cozy home ideal for Kanata/Stittsville guests,"This is a new house with modern facilities, lots of natural light and sparkling clean.<br /><br /><b>The space</b><br />This room has a single bed that is suitable for just an individual.",The house is 2 minutes away from Stittsville business district.,108280361,Taiwo,2016-12-23,"Atlanta, Georgia, United States",...free spirit,,100,78,t,https://a0.muscache.com/im/pictures/user/4a3e527d-77c3-44b8-ac45-82de251f19d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a3e527d-77c3-44b8-ac45-82de251f19d8.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",Rideau-Goulbourn,,45.24192,-75.91124,Private room in townhouse,Private room,1,1.5 shared baths,1,1,"[""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Carbon monoxide alarm"", ""Dryer"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Iron",7,30,7,7,1125,1125,7,1125,,t,9,39,68,68,2021-07-11,5,1,1,2020,2021,5,4,5,5,5,5,5,,t,1,0,1,0,0,34
41929951,12 mins from OTTAWA AIRPORT,,,142249156,Parisa,2017-07-24,"Ottawa, Ontario, Canada","",,,,f,https://a0.muscache.com/im/pictures/user/2614239d-7813-4e43-9fb7-f77e1952ad2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2614239d-7813-4e43-9fb7-f77e1952ad2a.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Gloucester-South Nepean,,45.27847,-75.67853,Private room in condominium,Private room,1,1 bath,1,,"[""Carbon monoxide alarm"", ""Microwave"", ""Smoke alarm"", ""Long term stays allowed"", ""Free parking on premises"", ""Wifi"", ""Essentials""]",1,1125,1,1,1125,1125,1,1125,,t,29,59,89,89,2021-07-10,0,0,0,,,,,,,,,,,f,1,0,1,0,,70
41951164,The Lexy,"Contemporary, functional, bright and updated semi-detached home<br /><br /><b>The space</b><br />House is spacious, good layout, with eat-in kitchen area as well as dining room. Deck in the backyard, plenty of parking, close to highway and amenities such",,99500083,Westhaven,2016-10-13,"Ottawa, Ontario, Canada","",,100,98,f,https://a0.muscache.com/im/pictures/user/2ccd5fe8-ad94-4372-9228-94e617fb3d01.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2ccd5fe8-ad94-4372-9228-94e617fb3d01.jpg?aki_policy=profile_x_medium,Carlington,5,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,River,,45.3812,-75.73917,Entire house,Entire home/apt,6,1 bath,3,3,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Carbon monoxide alarm",3,1125,3,3,1125,1125,3,1125,,t,6,19,40,303,2021-07-10,17,14,0,2021,2021,4,4,4,4,4,4,4,,f,5,5,0,0,3,97
